Assembly Accession	Assembly Name	Organism Name	Annotation Count Gene Total
GCF_005786655.1	ASM578665v1	Streptomyces montanus	9357
GCF_014982785.1	ASM1498278v1	Ructibacterium gallinarum	2574
GCF_039538025.1	ASM3953802v1	Comamonas faecalis	3450
GCF_039525965.1	ASM3952596v1	Streptomyces yogyakartensis	9395
GCF_002724055.1	ASM272405v1	Tepidibacter mesophilus	3316
GCF_900112485.1	IMG-taxon 2675903229 annotated assembly	Clostridium uliginosum	3601
GCF_014164585.1	ASM1416458v1	Oceanospirillum sediminis	4913
GCF_024160185.1	ASM2416018v1	Ohessyouella blattaphilus	3098
GCF_025567485.1	ASM2556748v1	Porcipelethomonas ammoniilytica	2736
GCF_004912275.1	ASM491227v1	Glycomyces buryatensis	5433
GCF_017498085.1	ASM1749808v1	Psychrobacter coccoides	2647
GCF_022808855.1	ASM2280885v1	Anaeromyxobacter soli	4777
GCF_001866645.1	ASM186664v1	Streptomyces colonosanans	6520
GCF_014648095.1	ASM1464809v1	Deinococcus ruber	5859
GCF_001434435.1	ASM143443v1	Lactobacillus kitasatonis DSM 16761 = JCM 1039	1988
GCF_900092025.1	LMG947	Xanthomonas bromi	4297
GCF_005406225.1	ASM540622v1	Campylobacter taeniopygiae	1831
GCF_040545385.1	ASM4054538v1	Bartonella japonica	1579
GCF_031292835.1	ASM3129283v1	Actinomyces stomatis	2624
GCF_020164485.1	ASM2016448v1	Salegentibacter tibetensis	3806
GCF_014647675.1	ASM1464767v1	Streptomyces flaveus	9503
GCF_003254275.1	ASM325427v1	Breznakibacter xylanolyticus	3466
GCF_000747155.1	ASM74715v1	Arenimonas metalli CF5-1	2872
GCF_002086735.1	ASM208673v1	Mycobacterium scrofulaceum	5945
GCF_012932445.1	ASM1293244v1	Bifidobacterium panos	1523
GCF_021654135.1	ASM2165413v1	Amycolatopsis tucumanensis	8882
GCF_014230305.1	ASM1423030v1	Novosphingobium aerophilum	3889
GCF_003863365.1	ASM386336v1	Mesorhizobium tamadayense	7513
GCF_001437075.1	ASM143707v1	Pediococcus stilesii	1870
GCF_002902305.1	ASM290230v1	Staphylococcus argensis	2365
GCF_019042275.1	ASM1904227v1	Diplocloster agilis	4977
GCF_025506355.1	ASM2550635v1	Sphaerisporangium corydalis	8276
GCF_902499175.1	ASM90249917v1	Burkholderia aenigmatica	8533
GCF_025567175.1	ASM2556717v1	Faecalicatena acetigenes	2876
GCF_031845425.1	ASM3184542v1	Streptomyces millisiae	7517
GCF_035282765.1	ASM3528276v1	Ferviditalea candida	4299
GCF_004208535.1	ASM420853v1	Sphingomonas populi	5015
GCF_022179125.1	ASM2217912v1	Methylobacterium cerastii	5272
GCF_000711975.1	ASM71197v1	Desulfofalx alkaliphila DSM 12257	2762
GCF_004919685.1	ASM491968v1	Mesorhizobium norvegicum	8117
GCF_037027555.1	ASM3702755v1	Halalkalibacter kiskunsagensis	4875
GCF_014878135.1	ASM1487813v1	Myceligenerans pegani	5116
GCF_023156245.1	ASM2315624v1	Marinobacter bryozoorum	3978
GCF_039543565.1	ASM3954356v1	Ferrimonas pelagia	4393
GCF_039533285.1	ASM3953328v1	Streptomyces atrovirens	7910
GCF_013449735.1	ASM1344973v1	Lactococcus laudensis	2332
GCF_009695765.1	ASM969576v1	Roseburia porci	2873
GCF_002995805.1	ASM299580v1	Moorella stamsii	3380
GCF_014287335.1	ASM1428733v1	Streptococcus hominis	1874
GCF_000612665.1	FF4	Neobacillus dielmonensis	4468
GCF_001263415.1	ASM126341v1	Thermincola ferriacetica	3202
GCF_007559425.1	ASM755942v1	Allobacillus salarius	2706
GCF_000962825.1	ASM96282v1	Actinoplanes rectilineatus	9507
GCF_014647075.1	ASM1464707v1	Deinococcus aerophilus	3366
GCF_019430925.1	ASM1943092v1	Thermus brevis	2758
GCF_025370785.1	ASM2537078v1	Laspinema olomoucense D3b	5761
GCF_004363775.1	ASM436377v1	Hydromonas duriensis	2299
GCF_003104955.1	ASM310495v1	Steroidobacter cummioxidans	6870
GCF_004000985.1	ASM400098v1	Paenibacillus validus NBRC 15382	5376
GCF_030272695.1	ASM3027269v1	Rhizobium calliandrae	7416
GCF_003034225.1	ASM303422v1	Sphingomonas fennica	4456
GCF_016863115.1	ASM1686311v1	Sphaerimonospora thailandensis	5935
GCF_900116825.1	IMG-taxon 2634166357 annotated assembly	Paenacidovorax caeni	3968
GCF_001005315.1	ASM100531v1	Kordia jejudonensis	4779
GCF_024718525.1	ASM2471852v1	Levilactobacillus yiduensis	2867
GCF_031845665.1	ASM3184566v1	Streptomyces gibsoniae	9554
GCF_003946095.1	ASM394609v1	Levilactobacillus lindianensis	2277
GCF_002954445.1	ASM295444v1	Rubritalea profundi	3630
GCF_020686945.1	ASM2068694v1	Fusicatenibacter faecihominis	3634
GCF_008932075.1	ASM893207v1	Streptomyces arboris	7578
GCF_000620765.1	ASM62076v1	Desulfovermiculus halophilus DSM 18834	2996
GCF_014656355.1	ASM1465635v1	Camelimonas fluminis	4682
GCF_014192055.1	ASM1419205v1	Halomonas organivorans	4464
GCF_039530925.1	ASM3953092v1	Nocardioides panacihumi	4519
GCF_900129305.1	IMG-taxon 2582580750 annotated assembly	Desulfacinum infernum DSM 9756	3714
GCF_018397995.1	ASM1839799v1	Rhizomonospora bruguierae	6227
GCF_039542405.1	ASM3954240v1	Amycolatopsis dongchuanensis	7909
GCF_042679605.1	ASM4267960v1	Litorisediminicola beolgyonensis	4123
GCF_016862995.1	ASM1686299v1	Acrocarpospora phusangensis	8256
GCF_011089875.1	ASM1108987v1	Psychroflexus maritimus	2373
GCF_014230055.1	ASM1423005v1	Puniceicoccus vermicola	4362
GCF_003113265.1	ASM311326v1	Methylosinus sporium	3589
GCF_017873395.1	ASM1787339v1	Youngiibacter multivorans	3513
GCF_021283305.1	ASM2128330v1	Pseudonocardia kujensis	7832
GCF_023555005.1	ASM2355500v1	Halomonas llamarensis	3622
GCF_001438705.1	ASM143870v1	Weissella kandleri	1312
GCF_009649175.1	ASM964917v1	Rhodovulum strictum	3796
GCF_014836335.1	ASM1483633v1	Clostridium cibarium	3902
GCF_002158995.1	ASM215899v1	Pseudomonas caspiana	5469
GCF_004327985.1	ASM432798v1	Marinobacter halodurans	4913
GCF_003977685.1	ASM397768v1	Tautonia sociabilis	5188
GCF_012103215.1	ASM1210321v1	Falsiroseomonas selenitidurans	5581
GCF_001431465.1	ASM143146v1	Stenotrophomonas terrae	3880
GCF_027570055.1	ASM2757005v1	Corynebacterium lehmanniae	2431
GCF_031845305.1	ASM3184530v1	Jatrophihabitans lederbergiae	5136
GCF_003148625.1	ASM314862v1	Arcicella aurantiaca	5009
GCF_003144315.1	ASM314431v1	Sulfoacidibacillus thermotolerans	2974
GCF_002116635.1	ASM211663v1	Mycobacterium szulgai	5923
GCF_042433785.1	ASM4243378v1	Robertmurraya beringensis	4951
GCF_039529575.1	ASM3952957v1	Terrabacter terrae	4311
GCF_009687885.1	ASM968788v1	Acrocarpospora pleiomorpha	10471
GCF_039533145.1	ASM3953314v1	Streptomyces macrosporus	6140
GCF_019890635.1	ASM1989063v1	Streptomyces sennicomposti	6331
GCF_001017175.1	ASM101717v1	Microvirga vignae	6334
GCF_900129195.1	IMG-taxon 2582580748 annotated assembly	Desulforamulus putei DSM 12395	3180
GCF_004342905.1	ASM434290v1	Melghiribacillus thermohalophilus	3069
GCF_001746755.1	ASM174675v1	Magnetovibrio blakemorei	3578
GCF_017329605.1	ASM1732960v1	Alicyclobacillus fructus	2942
GCF_007655305.1	ASM765530v1	Algoriphagus algorifonticola	3884
GCF_029813755.1	ASM2981375v1	Ottowia cancrivicina	2662
GCF_039532985.1	ASM3953298v1	Streptomyces gobitricini	6117
GCF_002916695.1	ASM291669v1	Alkalispirochaeta sphaeroplastigenens	2954
GCF_004564275.1	ASM456427v1	Sphingomonas parva	4287
GCF_025567265.1	ASM2556726v1	Dorea amylophila	3285
GCF_002086165.1	ASM208616v1	Mycobacterium bouchedurhonense	5768
GCF_900107125.1	IMG-taxon 2642422543 annotated assembly	Eubacterium barkeri	2836
GCF_025175675.1	ASM2517567v1	Sedimenticola hydrogenitrophicus	4227
GCF_003992115.1	ASM399211v1	Veillonella ratti	2050
GCF_009687865.1	ASM968786v1	Acrocarpospora macrocephala	10814
GCF_004340985.1	ASM434098v1	Cricetibacter osteomyelitidis	2597
GCF_003946265.1	ASM394626v1	Levilactobacillus yonginensis	2494
GCF_003946655.1	ASM394665v1	Lapidilactobacillus achengensis	2538
GCF_016924145.1	ASM1692414v1	Amphritea pacifica	4476
GCF_009742705.1	ASM974270v1	Auraticoccus cholistanensis	3550
GCF_001466305.1	ASM146630v1	Defluviitalea phaphyphila	2512
GCF_039525035.1	ASM3952503v1	Sporichthya brevicatena	5011
GCF_002150785.1	ASM215078v1	Arenibacter amylolyticus	3323
GCF_005404945.1	ASM540494v1	Lactiplantibacillus pingfangensis	2728
GCF_009725985.1	ASM972598v1	Zobellia amurskyensis	4245
GCF_003600245.1	ASM360024v1	Amycolatopsis panacis	6367
GCF_002441695.1	ASM244169v1	Lactococcus piscium	2385
GCF_900129365.1	IMG-taxon 2695420941 annotated assembly	Clostridium fallax	2598
GCF_014904795.1	ASM1490479v1	Nisaea nitritireducens	4483
GCF_004402785.1	ASM440278v1	Cryobacterium algoritolerans	3536
GCF_008271345.1	ASM827134v1	Selenomonas caprae	2902
GCF_006385675.1	ASM638567v1	Maribrevibacterium harenarium	3512
GCF_034097035.1	ASM3409703v1	Gemmata algarum	6544
GCF_003353055.1	ASM335305v1	Cupriavidus lacunae	8562
GCF_025567385.1	ASM2556738v1	Dorea acetigenes	3595
GCF_902499075.1	ASM90249907v1	Burkholderia pseudomultivorans	6950
GCF_039534085.1	ASM3953408v1	Planomonospora alba	6907
GCF_000829455.1	ASM82945v1	Gordoniibacillus kamchatkensis	6968
GCF_900110815.1	IMG-taxon 2654588195 annotated assembly	Aliicoccus persicus	2087
GCF_014836845.1	ASM1483684v1	Ureibacillus galli	3819
GCF_025567165.1	ASM2556716v1	Laedolimicola ammoniilytica	3488
GCF_000521485.1	ASM52148v1	Gracilibacillus boraciitolerans JCM 21714	4153
GCF_006265175.1	ASM626517v1	Paenibacillus hemerocallicola	8235
GCF_001434915.1	ASM143491v1	Liquorilactobacillus capillatus DSM 19910	2178
GCF_039523275.1	ASM3952327v1	Psychrobacter piscatorii	2988
GCF_900114715.1	IMG-taxon 2617270910 annotated assembly	Salibacterium qingdaonense	3626
GCF_042679505.1	ASM4267950v1	Streptomyces kaempferi	10260
GCF_001672295.1	ASM167229v1	Halodesulfovibrio spirochaetisodalis	3282
GCF_026162625.1	ASM2616262v1	Paracoccus beibuensis	4015
GCF_003024805.1	ASM302480v1	Duncaniella muris	2793
GCF_039531445.1	ASM3953144v1	Arthrobacter humicola	4181
GCF_032464875.1	ASM3246487v1	Bosea rubneri	5955
GCF_022808715.1	ASM2280871v1	Fundidesulfovibrio agrisoli	3567
GCF_014836545.1	ASM1483654v1	Stenotrophomonas lacuserhaii	3551
GCF_004349225.1	ASM434922v1	Saccharopolyspora karakumensis	6319
GCF_039532525.1	ASM3953252v1	Dactylosporangium salmoneum	11492
GCF_040096575.1	ASM4009657v1	Faecalibacterium intestinale	2896
GCF_039529295.1	ASM3952929v1	Yaniella flava	3040
GCF_000682675.1	SOAPdenovo v1.05	Hyphomonas pacifica	3322
GCF_900141895.1	IMG-taxon 2585427596 annotated assembly	Parasporobacterium paucivorans DSM 15970	2451
GCF_900101995.1	IMG-taxon 2675903161 annotated assembly	Riemerella columbipharyngis	2141
GCF_017884005.1	ASM1788400v1	Streptococcus panodentis	2660
GCF_013415235.1	ASM1341523v1	Gemelliphila palaticanis	1784
GCF_016861915.1	ASM1686191v1	Apilactobacillus nanyangensis	1409
GCF_900019265.1	BN2475-7296	Paraburkholderia ribeironis	6652
GCF_039537065.1	ASM3953706v1	Luteimonas lutimaris	3117
GCF_002150765.1	ASM215076v1	Lentzea kentuckyensis	9502
GCF_002968995.1	ASM296899v1	Photorhabdus hindustanensis	5044
GCF_910593785.1	IMT-300	Leucobacter soli	2598
GCF_000966195.1	ASM96619v1	Domibacillus robiginosus	4678
GCF_009917485.1	ASM991748v1	Parablautia muri	5156
GCF_009618275.1	ASM961827v1	Roseimaritima sediminicola	4599
GCF_007644105.1	ASM764410v1	Elioraea rosea	4339
GCF_025567005.1	ASM2556700v1	Muricoprocola aceti	3153
GCF_020687545.1	ASM2068754v1	Ruminococcus turbiniformis	3706
GCF_042658925.1	ASM4265892v1	Sphaerisporangium aureirubrum	8274
GCF_016892765.1	ASM1689276v1	Microvirga arvi	6168
GCF_005405405.1	ASM540540v1	Lactiplantibacillus plajomi	2711
GCF_004337445.1	ASM433744v1	Parasulfuritortus cantonensis	3189
GCF_000525855.1	Listeriaceae bacterium FSL F6-969	Listeria cornellensis FSL F6-0969	3548
GCF_006540005.1	ASM654000v1	Halomonas halmophila	2948
GCF_018332455.1	ASM1833245v1	Clostridium polyendosporum	3581
GCF_900111365.1	IMG-taxon 2675903216 annotated assembly	Propionibacterium cyclohexanicum	2551
GCF_003670275.1	ASM367027v1	Helicobacter labetoulli	2219
GCF_003601925.1	ASM360192v1	Buttiauxella izardii	4444
GCF_000518305.1	ASM51830v1	Mycoplasma imitans ATCC 51306	772
GCF_019331775.1	ASM1933177v1	Bifidobacterium phasiani	2154
GCF_009707865.1	ASM970786v1	Amycolatopsis pithecellobii	7658
GCF_017592395.1	ASM1759239v1	Actinomyces bowdenii	2559
GCF_001436225.1	ASM143622v1	Lacticaseibacillus sharpeae JCM 1186 = DSM 20505	2401
GCF_001707825.1	ASM170782v1	Veronia pacifica	4835
GCF_024343775.1	ASM2434377v1	Lacihabitans soyangensis	5050
GCF_017315735.1	ASM1731573v1	Paracoccus shandongensis	3960
GCF_014712675.1	ASM1471267v1	Peribacillus faecalis	4002
GCF_016583905.1	ASM1658390v1	Lamprobacter modestohalophilus	5384
GCF_018455725.1	ASM1845572v1	Mycolicibacter acidiphilus	4480
GCF_017312725.1	ASM1731272v1	Actinocatenispora comari	7427
GCF_005543295.1	ASM554329v1	Halalkalirubrum salinum	3467
GCF_034334985.1	ASM3433498v1	Acutalibacter intestini	4481
GCF_011064615.1	ASM1106461v1	Aquisphaera insulae	7475
GCF_004000905.1	ASM400090v1	Paenibacillus humicus NBRC 102415	5223
GCF_900176655.1	PRJEB20374	Collinsella vaginalis	1909
GCF_024160875.1	ASM2416087v1	Ligilactobacillus ubinensis	2509
GCF_003946555.1	ASM394655v1	Companilactobacillus hulinensis	2541
GCF_001292705.1	ASM129270v1	Marinagarivorans algicola	3268
GCF_025669985.1	ASM2566998v1	Brachybacterium atlanticum	3332
GCF_000321025.1	ASM32102v1	Peptoniphilus senegalensis JC140	1789
GCF_042432445.1	ASM4243244v1	Thorsellia kenyensis	2657
GCF_016862555.1	ASM1686255v1	Asanoa siamensis	8328
GCF_009696275.1	ASM969627v1	Eisenbergiella porci	6014
GCF_900129915.1	IMG-taxon 2585428065 annotated assembly	Tepidibacter thalassicus DSM 15285	2314
GCF_018854015.1	ASM1885401v1	Igneacidithiobacillus copahuensis	2883
GCF_001650695.1	ASM165069v1	Chloroflexus islandicus	4035
GCF_021568795.1	ASM2156879v1	Dethiosulfovibrio faecalis	2605
GCF_001748285.1	ASM174828v1	Thermogemmatispora onikobensis	4353
GCF_000577815.1	JCC	Clostridium saudiense	3528
GCF_022427965.1	ASM2242796v1	Ferdinandcohnia quinoae	4422
GCF_900111285.1	IMG-taxon 2675903025 annotated assembly	Salisediminibacterium haloalkalitolerans	2903
GCF_009829085.1	ASM982908v1	Sphingobacterium bovisgrunnientis	3497
GCF_001435575.1	ASM143557v1	Lentilactobacillus sunkii DSM 19904	2606
GCF_009709555.1	ASM970955v1	Streptomyces blattellae	7928
GCF_042432615.1	ASM4243261v1	Bhargavaea ullalensis	2874
GCF_003428155.1	ASM342815v1	Fastidiosibacter lacustris	1969
GCF_007097265.1	ASM709726v1	Flavobacterium gawalongense	3503
GCF_017873815.1	ASM1787381v1	Halorubrum alkaliphilum	3115
GCF_000599865.1	Deiph1P10ME_08-2013_v01	Deinococcus phoenicis	3828
GCF_003385395.1	ASM338539v1	Epilithonimonas hispanica	3650
GCF_029478095.1	ASM2947809v1	Pelotomaculum isophthalicicum JI	3509
GCF_004761865.1	ASM476186v1	Crenalkalicoccus roseus	4287
GCF_013336795.1	ASM1333679v1	Alteripontixanthobacter muriae	2832
GCF_002607855.1	ASM260785v1	Desulforamulus profundi	4141
GCF_016862635.1	ASM1686263v1	Catellatospora coxensis	8460
GCF_031296635.1	ASM3129663v1	Actinomyces acetigenes	2736
GCF_000716545.1	ASM71654v1	Kitasatospora phosalacinea	6995
GCF_022808645.1	ASM2280864v1	Bacillus litorisediminis	4503
GCF_009711345.1	ASM971134v1	Pseudovibrio flavus	3899
GCF_900104615.1	PRJEB16353	Merdimmobilis hominis	2490
GCF_009193185.1	ASM919318v1	Georgenia thermotolerans	4352
GCF_900640115.1	Leg_yabuuchiae_OA1-2.v1	Legionella yabuuchiae	2451
GCF_900110965.1	IMG-taxon 2675903141 annotated assembly	Ectothiorhodospira magna	2521
GCF_013425525.1	ASM1342552v1	Luteimonas salinisoli	4034
GCF_000775285.1	ASM77528v1	Neosynechococcus sphagnicola sy1	4765
GCF_024129865.1	ASM2412986v1	Stieleria tagensis	5582
GCF_904061905.1	CIP111764	Pseudomonas carbonaria	5047
GCF_016919065.1	ASM1691906v1	Desulfobulbus rhabdoformis	4592
GCF_031846415.1	ASM3184641v1	Rubrivirga litoralis	3281
GCF_000745835.1	ASM74583v1	Belnapia moabensis DSM 16746	6630
GCF_039527915.1	ASM3952791v1	Microbacterium natoriense	3686
GCF_012395835.1	ASM1239583v1	Arthrobacter mobilis	4272
GCF_002902845.1	ASM290284v1	Chromobacterium sinusclupearum	4275
GCF_016765695.1	ASM1676569v1	Sporosalibacterium faouarense	3986
GCF_011044775.1	ASM1104477v1	Limisphaera ngatamarikiensis	2908
GCF_001012815.1	ASM101281v1	Vibrio mexicanus	4626
GCF_007655485.1	ASM765548v1	Halobellus captivus	3347
GCF_003946485.1	ASM394648v1	Lacticaseibacillus jixianensis	2302
GCF_011516735.1	ASM1151673v1	Acetobacter fallax	3831
GCF_001854695.1	ASM185469v1	Parafrankia soli	7145
GCF_011174675.1	ASM1117467v1	Perlabentimonas gracilis	3472
GCF_003852705.1	ASM385270v1	Amniculibacterium aquaticum	2351
GCF_000696225.1	ASM69622v1	Serpentinimonas barnesii	2367
GCF_012641185.1	ASM1264118v1	Levilactobacillus tujiorum	2476
GCF_021502675.1	ASM2150267v1	Yinghuangia soli	8729
GCF_001467615.1	ASM146761v1	Legionella erythra	3018
GCF_003946695.1	ASM394669v1	Lapidilactobacillus bayanensis	2285
GCF_019042735.1	ASM1904273v1	Bacillus alkalicola	4716
GCF_009695585.1	ASM969558v1	Anaerovibrio slackiae	2899
GCF_004923255.1	ASM492325v1	Subtercola vilae	3837
GCF_020387775.1	ASM2038777v1	Photorhabdus antumapuensis	4509
GCF_002980625.1	ASM298062v1	Malikia spinosa	3545
GCF_900155435.1	PRJEB18758	Actinomyces provencensis	2934
GCF_009856865.1	ASM985686v1	Solidesulfovibrio aerotolerans	4163
GCF_004795745.1	ASM479574v1	Vagococcus silagei	2516
GCF_004793885.1	ASM479388v1	Dubosiella muris	2493
GCF_025567315.1	ASM2556731v1	Agathobaculum ammoniilyticum	3117
GCF_003368535.1	ASM336853v1	Ammonifex thiophilus	2277
GCF_026891975.1	ASM2689197v1	Methanocorpusculum petauri	2093
GCF_900109135.1	IMG-taxon 2619618824 annotated assembly	Trichococcus ilyis	2875
GCF_004341035.1	ASM434103v1	Scopulibacillus darangshiensis	4626
GCF_001518015.1	ASM151801v1	Tritonibacter horizontis	4649
GCF_000765905.2	ASM76590v2	Helicobacter trogontum	2301
GCF_025567565.1	ASM2556756v1	Muriventricola aceti	3233
GCF_009846745.1	ASM984674v1	Alcanivorax xiamenensis	4366
GCF_014490485.1	ASM1449048v1	Pseudoroseomonas aerophila	5098
GCF_018860165.1	ASM1886016v1	Paracoccus marinaquae	4180
GCF_042675965.1	ASM4267596v1	Virgibacillus byunsanensis	4086
GCF_900142275.1	IMG-taxon 2585428191 annotated assembly	Anaerobranca californiensis DSM 14826	2139
GCF_025567525.1	ASM2556752v1	Gallintestinimicrobium propionicum	3625
GCF_001592265.1	ASM159226v1	Curvibacter delicatus NBRC 14919	3684
GCF_016056295.1	ASM1605629v1	Atlanticothrix silvestris CENA357	5935
GCF_943192995.1	Flintibacter_sp_nov_DSM110149	Flintibacter muris	4748
GCF_001642995.1	ASM164299v1	Streptomyces jeddahensis	7531
GCF_013177695.1	ASM1317769v1	Paraburkholderia solitsugae	8873
GCF_001434395.1	ASM143439v1	Levilactobacillus hammesii DSM 16381	2610
GCF_039525605.1	ASM3952560v1	Nonomuraea longicatena	7933
GCF_001434665.1	ASM143466v1	Companilactobacillus tucceti DSM 20183	2151
GCF_014145225.1	ASM1414522v1	Thiospirillum jenense	2966
GCF_943193175.1	Neobacillus_sp_nov_DSM110989	Neobacillus muris	4880
GCF_021462525.1	ASM2146252v1	Thermus caliditerrae	2472
GCF_008107625.1	ASM810762v1	Zoogloea oleivorans	5215
GCF_009812055.1	ASM981205v1	Chelativorans xinjiangense	5412
GCF_030803985.1	ASM3080398v1	Thermoanaerobacter pentosaceus	2631
GCF_022790535.1	ASM2279053v1	Pseudomonas maioricensis	5285
GCF_009696175.1	ASM969617v1	Floccifex porci	2095
GCF_022179325.1	ASM2217932v1	Methylobacterium isbiliense	6769
GCF_030733815.1	ASM3073381v1	Yanghanlia caeni	3074
GCF_004167665.1	ASM416766v1	Hymenobacter persicinus	4265
GCF_000311785.1	ASM31178v1	Brevibacillus massiliensis	5132
GCF_039527955.1	ASM3952795v1	Rhodoglobus aureus	2908
GCF_002102175.1	ASM210217v1	Mycobacterium gastri	5280
GCF_014654675.1	ASM1465467v1	Streptomyces spiralis	9057
GCF_002101785.1	ASM210178v1	Mycobacterium palustre	5856
GCF_943193075.1	Streptococcus_sp_nov_DSM110150	Streptococcus caecimuris	1966
GCF_001431485.1	ASM143148v1	Stenotrophomonas ginsengisoli	3196
GCF_001438805.1	ASM143880v1	Companilactobacillus kimchiensis	2624
GCF_039531165.1	ASM3953116v1	Nostocoides vanveenii	3936
GCF_014640435.1	ASM1464043v1	Hymenobacter frigidus	4190
GCF_036350065.1	ASM3635006v1	Mycoplasmopsis ciconiae	713
GCF_003614925.1	ASM361492v1	Arthrobacter celericrescens	4079
GCF_016862315.1	ASM1686231v1	Actinoplanes palleronii	10176
GCF_900113175.1	IMG-taxon 2615840724 annotated assembly	Planifilum fulgidum	3304
GCF_004944975.1	ASM494497v1	Halorhabdus amylolytica	3474
GCF_902728265.1	Chryseobacterium_CECT9293_SPAdes_Prokka	Chryseobacterium potabilaquae	3737
GCF_039527935.1	ASM3952793v1	Streptomyces hebeiensis	6944
GCF_003024515.2	ASM302451v2	Acinetobacter sichuanensis	4645
GCF_014904755.1	ASM1490475v1	Luteolibacter marinus	5053
GCF_016584085.1	ASM1658408v1	Halochromatium glycolicum	4788
GCF_011320095.1	ASM1132009v1	Cognatiluteimonas telluris	2659
GCF_003206715.1	ASM320671v1	Salinicola peritrichatus	4338
GCF_002933875.1	ASM293387v1	Desulfocucumis palustris	3621
GCF_900103535.1	IMG-taxon 2596583540 annotated assembly	Megasphaera paucivorans	2819
GCF_009547075.1	ASM954707v1	Gluconobacter aidae	2838
GCF_000525875.1	Listeriaceae bacterium FSL S10-1187	Listeria floridensis FSL S10-1187	2983
GCF_004104015.1	ASM410401v1	Actinomyces oricola	2493
GCF_039534605.1	ASM3953460v1	Glutamicibacter bergerei	3701
GCF_001715195.1	ASM171519v1	Rhodohalobacter halophilus	2810
GCF_000585215.1	Thiorhodococcus sp.	Imhoffiella purpurea	4266
GCF_023283765.1	ASM2328376v1	Shewanella profunda	4318
GCF_018132105.1	ASM1813210v1	Methanocalculus chunghsingensis	2297
GCF_000737195.2	ASM73719v2	Sciscionella sediminilitoris	7195
GCF_012396585.1	ASM1239658v1	Streptococcus ovuberis	2364
GCF_014652335.1	ASM1465233v1	Vogesella fluminis	3164
GCF_902170565.1	IP34646	Yersinia thracica	3931
GCF_001644195.2	ASM164419v2	Bacillus marinisedimentorum	4234
GCF_009711055.1	ASM971105v1	Myroides pelagicus	2967
GCF_900100345.1	IMG-taxon 2617270934 annotated assembly	Paenibacillus tianmuensis	5817
GCF_002088975.1	ASM208897v1	Henriciella aquimarina	4270
GCF_009846865.1	ASM984686v1	Puerhibacterium puerhi	3705
